inventory_group,source_id,name,source_url,exact_access_url,ats_platform,ats_tenant_identifier,access_method,configuration_location,status,last_attempted_ingestion,last_successful_ingestion,evidence,bounded_endpoint_observation,refresh_schedule,jobs_fetched_last_successful_run,current_unique_active_jobs,current_verified_remote_jobs,ingestion_permission_status,paid_board_display_permission_status,permission_evidence,restrictions_or_missing_configuration
direct_employer_or_ats_tenant,salesforce,Salesforce Careers,https://careers.salesforce.com/en/jobs/,https://careers.salesforce.com/en/jobs/,unknown,unknown,manual_official_career_page,src/lib/jobs/source-registry.ts#jobSources:salesforce; supabase/migrations/202609020003_job_source_expansion.sql,configured but unverified,never; zero job_source_runs in staging and production at audit time,never; zero job_source_runs in staging and production at audit time,"staging and production Supabase job_source_runs=0, jobs=0, job_source_references=0; audited 2026-09-08",not tested,none,0 (no successful run),0,0,manual_research_only,direct_link_only,https://careers.salesforce.com/en/jobs/,No structured adapter configured; manual official-page research only.
direct_employer_or_ats_tenant,hubspot,HubSpot Careers,https://www.hubspot.com/careers/jobs,https://www.hubspot.com/careers/jobs,unknown,unknown,manual_official_career_page,src/lib/jobs/source-registry.ts#jobSources:hubspot; supabase/migrations/202609020003_job_source_expansion.sql,configured but unverified,never; zero job_source_runs in staging and production at audit time,never; zero job_source_runs in staging and production at audit time,"staging and production Supabase job_source_runs=0, jobs=0, job_source_references=0; audited 2026-09-08",not tested,none,0 (no successful run),0,0,manual_research_only,direct_link_only,https://www.hubspot.com/careers/jobs,No structured adapter configured; manual official-page research only.
direct_employer_or_ats_tenant,wells-fargo,Wells Fargo Careers,https://www.wellsfargojobs.com/en/,https://www.wellsfargojobs.com/en/,unknown,unknown,manual_official_career_page,src/lib/jobs/source-registry.ts#jobSources:wells-fargo; supabase/migrations/202609020003_job_source_expansion.sql,configured but unverified,never; zero job_source_runs in staging and production at audit time,never; zero job_source_runs in staging and production at audit time,"staging and production Supabase job_source_runs=0, jobs=0, job_source_references=0; audited 2026-09-08",not tested,none,0 (no successful run),0,0,manual_research_only,direct_link_only,https://www.wellsfargojobs.com/en/,No structured adapter configured; manual official-page research only.
direct_employer_or_ats_tenant,us-bank,U.S. Bank Careers,https://careers.usbank.com/,https://careers.usbank.com/,unknown,unknown,manual_official_career_page,src/lib/jobs/source-registry.ts#jobSources:us-bank; supabase/migrations/202609020003_job_source_expansion.sql,configured but unverified,never; zero job_source_runs in staging and production at audit time,never; zero job_source_runs in staging and production at audit time,"staging and production Supabase job_source_runs=0, jobs=0, job_source_references=0; audited 2026-09-08",not tested,none,0 (no successful run),0,0,manual_research_only,direct_link_only,https://careers.usbank.com/,No structured adapter configured; manual official-page research only.
direct_employer_or_ats_tenant,pnc-bank,PNC Bank Careers,https://careers.pnc.com/global/en,https://careers.pnc.com/global/en,unknown,unknown,manual_official_career_page,src/lib/jobs/source-registry.ts#jobSources:pnc-bank; supabase/migrations/202609020003_job_source_expansion.sql,configured but unverified,never; zero job_source_runs in staging and production at audit time,never; zero job_source_runs in staging and production at audit time,"staging and production Supabase job_source_runs=0, jobs=0, job_source_references=0; audited 2026-09-08",not tested,none,0 (no successful run),0,0,manual_research_only,direct_link_only,https://careers.pnc.com/global/en,No structured adapter configured; manual official-page research only.
direct_employer_or_ats_tenant,xerox,Xerox Careers,https://www.xerox.com/en-us/jobs,https://www.xerox.com/en-us/jobs,unknown,unknown,manual_official_career_page,src/lib/jobs/source-registry.ts#jobSources:xerox; supabase/migrations/202609020003_job_source_expansion.sql,configured but unverified,never; zero job_source_runs in staging and production at audit time,never; zero job_source_runs in staging and production at audit time,"staging and production Supabase job_source_runs=0, jobs=0, job_source_references=0; audited 2026-09-08",not tested,none,0 (no successful run),0,0,manual_research_only,direct_link_only,https://www.xerox.com/en-us/jobs,No structured adapter configured; manual official-page research only.
direct_employer_or_ats_tenant,wayfair,Wayfair Careers,https://www.wayfair.com/careers/jobs,https://www.wayfair.com/careers/jobs,unknown,unknown,manual_official_career_page,src/lib/jobs/source-registry.ts#jobSources:wayfair; supabase/migrations/202609020003_job_source_expansion.sql,configured but unverified,never; zero job_source_runs in staging and production at audit time,never; zero job_source_runs in staging and production at audit time,"staging and production Supabase job_source_runs=0, jobs=0, job_source_references=0; audited 2026-09-08",not tested,none,0 (no successful run),0,0,manual_research_only,direct_link_only,https://www.wayfair.com/careers/jobs,No structured adapter configured; manual official-page research only.
direct_employer_or_ats_tenant,nordstrom,Nordstrom Careers,https://careers.nordstrom.com/,https://careers.nordstrom.com/,unknown,unknown,manual_official_career_page,src/lib/jobs/source-registry.ts#jobSources:nordstrom; supabase/migrations/202609020003_job_source_expansion.sql,configured but unverified,never; zero job_source_runs in staging and production at audit time,never; zero job_source_runs in staging and production at audit time,"staging and production Supabase job_source_runs=0, jobs=0, job_source_references=0; audited 2026-09-08",not tested,none,0 (no successful run),0,0,manual_research_only,direct_link_only,https://careers.nordstrom.com/,No structured adapter configured; manual official-page research only.
direct_employer_or_ats_tenant,williams-sonoma,Williams-Sonoma Careers,https://www.williams-sonomainc.com/careers/jobs/,https://www.williams-sonomainc.com/careers/jobs/,unknown,unknown,manual_official_career_page,src/lib/jobs/source-registry.ts#jobSources:williams-sonoma; supabase/migrations/202609020003_job_source_expansion.sql,configured but unverified,never; zero job_source_runs in staging and production at audit time,never; zero job_source_runs in staging and production at audit time,"staging and production Supabase job_source_runs=0, jobs=0, job_source_references=0; audited 2026-09-08",not tested,none,0 (no successful run),0,0,manual_research_only,direct_link_only,https://www.williams-sonomainc.com/careers/jobs/,No structured adapter configured; manual official-page research only.
direct_employer_or_ats_tenant,intuit,Intuit Careers,https://jobs.intuit.com/,https://jobs.intuit.com/,unknown,unknown,manual_official_career_page,src/lib/jobs/source-registry.ts#jobSources:intuit; supabase/migrations/202609020003_job_source_expansion.sql,configured but unverified,never; zero job_source_runs in staging and production at audit time,never; zero job_source_runs in staging and production at audit time,"staging and production Supabase job_source_runs=0, jobs=0, job_source_references=0; audited 2026-09-08",not tested,none,0 (no successful run),0,0,manual_research_only,direct_link_only,https://jobs.intuit.com/,No structured adapter configured; manual official-page research only.
direct_employer_or_ats_tenant,iqvia,IQVIA Careers,https://jobs.iqvia.com/en,https://jobs.iqvia.com/en,unknown,unknown,manual_official_career_page,src/lib/jobs/source-registry.ts#jobSources:iqvia; supabase/migrations/202609020003_job_source_expansion.sql,configured but unverified,never; zero job_source_runs in staging and production at audit time,never; zero job_source_runs in staging and production at audit time,"staging and production Supabase job_source_runs=0, jobs=0, job_source_references=0; audited 2026-09-08",not tested,none,0 (no successful run),0,0,manual_research_only,direct_link_only,https://jobs.iqvia.com/en,No structured adapter configured; manual official-page research only.
direct_employer_or_ats_tenant,wipro,Wipro Careers,https://careers.wipro.com/,https://careers.wipro.com/,unknown,unknown,manual_official_career_page,src/lib/jobs/source-registry.ts#jobSources:wipro; supabase/migrations/202609020003_job_source_expansion.sql,configured but unverified,never; zero job_source_runs in staging and production at audit time,never; zero job_source_runs in staging and production at audit time,"staging and production Supabase job_source_runs=0, jobs=0, job_source_references=0; audited 2026-09-08",not tested,none,0 (no successful run),0,0,manual_research_only,direct_link_only,https://careers.wipro.com/,No structured adapter configured; manual official-page research only.
direct_employer_or_ats_tenant,vf-corporation,VF Corporation Careers,https://www.vfc.com/careers,https://www.vfc.com/careers,unknown,unknown,manual_official_career_page,src/lib/jobs/source-registry.ts#jobSources:vf-corporation; supabase/migrations/202609020003_job_source_expansion.sql,configured but unverified,never; zero job_source_runs in staging and production at audit time,never; zero job_source_runs in staging and production at audit time,"staging and production Supabase job_source_runs=0, jobs=0, job_source_references=0; audited 2026-09-08",not tested,none,0 (no successful run),0,0,manual_research_only,direct_link_only,https://www.vfc.com/careers,No structured adapter configured; manual official-page research only.
direct_employer_or_ats_tenant,whirlpool,Whirlpool Careers,https://jobs.whirlpool.com/,https://jobs.whirlpool.com/,unknown,unknown,manual_official_career_page,src/lib/jobs/source-registry.ts#jobSources:whirlpool; supabase/migrations/202609020003_job_source_expansion.sql,configured but unverified,never; zero job_source_runs in staging and production at audit time,never; zero job_source_runs in staging and production at audit time,"staging and production Supabase job_source_runs=0, jobs=0, job_source_references=0; audited 2026-09-08",not tested,none,0 (no successful run),0,0,manual_research_only,direct_link_only,https://jobs.whirlpool.com/,No structured adapter configured; manual official-page research only.
direct_employer_or_ats_tenant,cbre,CBRE Careers,https://www.cbre.com/careers,https://www.cbre.com/careers,unknown,unknown,manual_official_career_page,src/lib/jobs/source-registry.ts#jobSources:cbre; supabase/migrations/202609020003_job_source_expansion.sql,configured but unverified,never; zero job_source_runs in staging and production at audit time,never; zero job_source_runs in staging and production at audit time,"staging and production Supabase job_source_runs=0, jobs=0, job_source_references=0; audited 2026-09-08",not tested,none,0 (no successful run),0,0,manual_research_only,direct_link_only,https://www.cbre.com/careers,No structured adapter configured; manual official-page research only.
direct_employer_or_ats_tenant,driven-brands,Driven Brands Careers,https://careers.drivenbrands.com/,https://careers.drivenbrands.com/,unknown,unknown,manual_official_career_page,src/lib/jobs/source-registry.ts#jobSources:driven-brands; supabase/migrations/202609020003_job_source_expansion.sql,configured but unverified,never; zero job_source_runs in staging and production at audit time,never; zero job_source_runs in staging and production at audit time,"staging and production Supabase job_source_runs=0, jobs=0, job_source_references=0; audited 2026-09-08",not tested,none,0 (no successful run),0,0,manual_research_only,direct_link_only,https://careers.drivenbrands.com/,No structured adapter configured; manual official-page research only.
direct_employer_or_ats_tenant,agero,Agero Careers,https://www.agero.com/careers,https://www.agero.com/careers,unknown,unknown,manual_official_career_page,src/lib/jobs/source-registry.ts#jobSources:agero; supabase/migrations/202609020003_job_source_expansion.sql,configured but unverified,never; zero job_source_runs in staging and production at audit time,never; zero job_source_runs in staging and production at audit time,"staging and production Supabase job_source_runs=0, jobs=0, job_source_references=0; audited 2026-09-08",not tested,none,0 (no successful run),0,0,manual_research_only,direct_link_only,https://www.agero.com/careers,No structured adapter configured; manual official-page research only.
direct_employer_or_ats_tenant,u-haul,U-Haul Careers,https://jobs.uhaul.com/,https://jobs.uhaul.com/,unknown,unknown,manual_official_career_page,src/lib/jobs/source-registry.ts#jobSources:u-haul; supabase/migrations/202609020003_job_source_expansion.sql,configured but unverified,never; zero job_source_runs in staging and production at audit time,never; zero job_source_runs in staging and production at audit time,"staging and production Supabase job_source_runs=0, jobs=0, job_source_references=0; audited 2026-09-08",not tested,none,0 (no successful run),0,0,manual_research_only,direct_link_only,https://jobs.uhaul.com/,No structured adapter configured; manual official-page research only.
direct_employer_or_ats_tenant,momentus-technologies,Momentus Technologies Careers,https://gomomentus.com/careers/,https://gomomentus.com/careers/,unknown,unknown,manual_official_career_page,src/lib/jobs/source-registry.ts#jobSources:momentus-technologies; supabase/migrations/202609020003_job_source_expansion.sql,configured but unverified,never; zero job_source_runs in staging and production at audit time,never; zero job_source_runs in staging and production at audit time,"staging and production Supabase job_source_runs=0, jobs=0, job_source_references=0; audited 2026-09-08",not tested,none,0 (no successful run),0,0,manual_research_only,direct_link_only,https://gomomentus.com/careers/,No structured adapter configured; manual official-page research only.
direct_employer_or_ats_tenant,encoura,Encoura Careers,https://www.encoura.org/about-encoura/join-us/,https://www.encoura.org/about-encoura/join-us/,unknown,unknown,manual_official_career_page,src/lib/jobs/source-registry.ts#jobSources:encoura; supabase/migrations/202609020003_job_source_expansion.sql,configured but unverified,never; zero job_source_runs in staging and production at audit time,never; zero job_source_runs in staging and production at audit time,"staging and production Supabase job_source_runs=0, jobs=0, job_source_references=0; audited 2026-09-08",not tested,none,0 (no successful run),0,0,manual_research_only,direct_link_only,https://www.encoura.org/about-encoura/join-us/,No structured adapter configured; manual official-page research only.
direct_employer_or_ats_tenant,notifymd,notifyMD Careers,unknown,unknown,unknown,unknown,manual_official_career_page,src/lib/jobs/source-registry.ts#jobSources:notifymd; supabase/migrations/202609020003_job_source_expansion.sql,configured but unverified,never; zero job_source_runs in staging and production at audit time,never; zero job_source_runs in staging and production at audit time,"staging and production Supabase job_source_runs=0, jobs=0, job_source_references=0; audited 2026-09-08",not tested,none,0 (no successful run),0,0,manual_research_only,direct_link_only,unknown,"Employer identity is known, but no current official careers or supported ATS endpoint was verified. Pending official-source verification."
direct_employer_or_ats_tenant,amerit-fleet-solutions,Amerit Fleet Solutions Careers,https://www.ameritfleetsolutions.com/careers/,https://www.ameritfleetsolutions.com/careers/,unknown,unknown,manual_official_career_page,src/lib/jobs/source-registry.ts#jobSources:amerit-fleet-solutions; supabase/migrations/202609020003_job_source_expansion.sql,configured but unverified,never; zero job_source_runs in staging and production at audit time,never; zero job_source_runs in staging and production at audit time,"staging and production Supabase job_source_runs=0, jobs=0, job_source_references=0; audited 2026-09-08",not tested,none,0 (no successful run),0,0,manual_research_only,direct_link_only,https://www.ameritfleetsolutions.com/careers/,No structured adapter configured; manual official-page research only.
direct_employer_or_ats_tenant,nexrep,NexRep Careers,https://nexrep.com/agents/opportunities/,https://nexrep.com/agents/opportunities/,unknown,unknown,manual_official_career_page,src/lib/jobs/source-registry.ts#jobSources:nexrep; supabase/migrations/202609020003_job_source_expansion.sql,configured but unverified,never; zero job_source_runs in staging and production at audit time,never; zero job_source_runs in staging and production at audit time,"staging and production Supabase job_source_runs=0, jobs=0, job_source_references=0; audited 2026-09-08",not tested,none,0 (no successful run),0,0,manual_research_only,direct_link_only,https://nexrep.com/agents/opportunities/,No structured adapter configured; manual official-page research only.
direct_employer_or_ats_tenant,modsquad,ModSquad Careers,https://modsquad.wd5.myworkdayjobs.com/ModSquad_Contractor,https://modsquad.wd5.myworkdayjobs.com/ModSquad_Contractor,unknown,unknown,manual_official_career_page,src/lib/jobs/source-registry.ts#jobSources:modsquad; supabase/migrations/202609020003_job_source_expansion.sql,configured but unverified,never; zero job_source_runs in staging and production at audit time,never; zero job_source_runs in staging and production at audit time,"staging and production Supabase job_source_runs=0, jobs=0, job_source_references=0; audited 2026-09-08",not tested,none,0 (no successful run),0,0,manual_research_only,direct_link_only,https://modsquad.wd5.myworkdayjobs.com/ModSquad_Contractor,No structured adapter configured; manual official-page research only.
direct_employer_or_ats_tenant,working-solutions,Working Solutions Careers,https://jobs.workingsolutions.com/,https://jobs.workingsolutions.com/,unknown,unknown,manual_official_career_page,src/lib/jobs/source-registry.ts#jobSources:working-solutions; supabase/migrations/202609020003_job_source_expansion.sql,configured but unverified,never; zero job_source_runs in staging and production at audit time,never; zero job_source_runs in staging and production at audit time,"staging and production Supabase job_source_runs=0, jobs=0, job_source_references=0; audited 2026-09-08",not tested,none,0 (no successful run),0,0,manual_research_only,direct_link_only,https://jobs.workingsolutions.com/,No structured adapter configured; manual official-page research only.
direct_employer_or_ats_tenant,vipdesk-connect,VIPdesk Connect Careers,https://jobs.lever.co/vipdesk,https://api.lever.co/v0/postings/vipdesk?mode=json,lever,vipdesk,public_structured_endpoint,src/lib/jobs/source-registry.ts#jobSources:vipdesk-connect; supabase/migrations/202609020003_job_source_expansion.sql,configured but unverified,never; zero job_source_runs in staging and production at audit time,never; zero job_source_runs in staging and production at audit time,"staging and production Supabase job_source_runs=0, jobs=0, job_source_references=0; audited 2026-09-08",HTTP 200; 2 published endpoint postings; not ingested,none,0 (no successful run),0,0,approved_public_endpoint,direct_link_only,https://github.com/lever/postings-api,unknown
direct_employer_or_ats_tenant,kelly-services,Kelly Services Careers,https://www.mykelly.com/,https://www.mykelly.com/,unknown,unknown,manual_official_career_page,src/lib/jobs/source-registry.ts#jobSources:kelly-services; supabase/migrations/202609020003_job_source_expansion.sql,configured but unverified,never; zero job_source_runs in staging and production at audit time,never; zero job_source_runs in staging and production at audit time,"staging and production Supabase job_source_runs=0, jobs=0, job_source_references=0; audited 2026-09-08",not tested,none,0 (no successful run),0,0,manual_research_only,direct_link_only,https://www.mykelly.com/,No structured adapter configured; manual official-page research only.
direct_employer_or_ats_tenant,teksystems,TEKsystems Careers,https://www.teksystems.com/en/careers,https://www.teksystems.com/en/careers,unknown,unknown,manual_official_career_page,src/lib/jobs/source-registry.ts#jobSources:teksystems; supabase/migrations/202609020003_job_source_expansion.sql,configured but unverified,never; zero job_source_runs in staging and production at audit time,never; zero job_source_runs in staging and production at audit time,"staging and production Supabase job_source_runs=0, jobs=0, job_source_references=0; audited 2026-09-08",not tested,none,0 (no successful run),0,0,manual_research_only,direct_link_only,https://www.teksystems.com/en/careers,No structured adapter configured; manual official-page research only.
direct_employer_or_ats_tenant,five-star-call-centers,Five Star Call Centers Careers,https://jobs.lever.co/getfivestar,https://api.lever.co/v0/postings/getfivestar?mode=json,lever,getfivestar,public_structured_endpoint,src/lib/jobs/source-registry.ts#jobSources:five-star-call-centers; supabase/migrations/202609020003_job_source_expansion.sql,configured but unverified,never; zero job_source_runs in staging and production at audit time,never; zero job_source_runs in staging and production at audit time,"staging and production Supabase job_source_runs=0, jobs=0, job_source_references=0; audited 2026-09-08",HTTP 200; 81 published endpoint postings; not ingested,none,0 (no successful run),0,0,approved_public_endpoint,direct_link_only,https://github.com/lever/postings-api,unknown
job_board_aggregator_or_feed,manual-reviewed,Manual reviewed source,unknown,unknown,none,unknown,manual_import,src/lib/jobs/source-registry.ts#jobSources:manual-reviewed; supabase/migrations/202609020003_job_source_expansion.sql,manual batch,never; zero job_source_runs in staging and production at audit time,never; zero job_source_runs in staging and production at audit time,"staging and production Supabase job_source_runs=0, jobs=0, job_source_references=0; audited 2026-09-08",not tested,none,0 (no successful run),0,0,unverified,unverified,unknown,Compatibility source for human-reviewed jobs entered through the existing exact-10 delivery contract.
job_board_aggregator_or_feed,indeed,Indeed,https://www.indeed.com/,https://www.indeed.com/,none,unknown,manual_import,src/lib/jobs/source-registry.ts#jobSources:indeed; supabase/migrations/202609020003_job_source_expansion.sql,manual batch,never; zero job_source_runs in staging and production at audit time,never; zero job_source_runs in staging and production at audit time,"staging and production Supabase job_source_runs=0, jobs=0, job_source_references=0; audited 2026-09-08",not tested,none,0 (no successful run),0,0,unverified,unverified,https://www.indeed.com/,Compatibility record for externally supplied Indeed results. Direct employer links outrank duplicates.
job_board_aggregator_or_feed,hiringcafe,HiringCafe,https://hiring.cafe/,https://hiring.cafe/,none,unknown,manual_import,src/lib/jobs/source-registry.ts#jobSources:hiringcafe; supabase/migrations/202609020003_job_source_expansion.sql,manual batch,never; zero job_source_runs in staging and production at audit time,never; zero job_source_runs in staging and production at audit time,"staging and production Supabase job_source_runs=0, jobs=0, job_source_references=0; audited 2026-09-08",not tested,none,0 (no successful run),0,0,unverified,unverified,https://hiring.cafe/,Compatibility record for externally supplied HiringCafe results. Direct employer links outrank duplicates.
job_board_aggregator_or_feed,edtech-com-fully-remote,EdTech.com Fully Remote Jobs,https://www.edtech.com/jobs/fully-remote-jobs,https://www.edtech.com/jobs/fully-remote-jobs,none,none,blocked,src/lib/jobs/source-registry.ts#jobSources:edtech-com-fully-remote; supabase/migrations/202609080022_job_source_audit_and_requested_batch.sql,blocked,never; zero job_source_runs in staging and production at audit time,never; zero job_source_runs in staging and production at audit time,"staging and production Supabase job_source_runs=0, jobs=0, job_source_references=0; audited 2026-09-08",not tested,none,0 (no successful run),0,0,requires_license_or_written_permission,requires_license_or_written_permission,https://www.edtech.com/terms,Evaluated 2026-09-08. The page returned HTTP 403 to the audit client and no ingestion or paid-display license was established. Do not ingest or display until written permission or a licensed feed is recorded.
reference_directory_not_ingestion_source,bcbs-affiliate-directory,Blue Cross Blue Shield affiliate career directory,https://www.bcbs.com/about-us/jobs-careers,https://www.bcbs.com/about-us/jobs-careers,none,none,manual_official_career_page,src/lib/jobs/source-registry.ts#affiliateDirectories:bcbs-affiliate-directory; supabase/migrations/202609020003_job_source_expansion.sql,configured but unverified,never,never,directory registry only; audited 2026-09-08,not tested,none,0 (no successful run),0,0,manual_research_only,direct_link_only,https://www.bcbs.com/about-us/jobs-careers,Directory only. Create a source only for a verified local affiliate and store that affiliate as the employer.
reference_directory_not_ingestion_source,aaa-affiliate-directory,AAA affiliate career directory,https://careers.aaa.com/,https://careers.aaa.com/,none,none,manual_official_career_page,src/lib/jobs/source-registry.ts#affiliateDirectories:aaa-affiliate-directory; supabase/migrations/202609020003_job_source_expansion.sql,configured but unverified,never,never,directory registry only; audited 2026-09-08,not tested,none,0 (no successful run),0,0,manual_research_only,direct_link_only,https://careers.aaa.com/,Directory only. Create a source only for a verified club or affiliate and store that affiliate as the employer.
